item_category,item_name,item_price,price_per_unit,price_per_unit_type,item_size
Shampoo,H-E-B 2 in 1 Dandruff Shampoo + Conditioner - Clean Apple,0.25,0.25,oz,12.5 oz
Shampoo,Suave Essentials Cleansing Conditioner - Daily Clarifying,0.09,0.09,oz,22.5 oz
Shampoo,Dove Ultra Care Shampoo - Intensive Repair,0.4,0.4,oz,12 oz
Shampoo,Alberto VO5 Men 3 in 1 Shampoo Conditioner Body Wash - Ocean Surge,0.08,0.08,oz,15 oz
Shampoo,Garnier Fructis Grow Strong Thickening Shampoo,0.36,,,12.5 oz
Shampoo,Prell Classic Clean Shampoo,0.26,,,13.5 oz
Shampoo,Suave Essentials Nourishing Conditioner - Tropical Coconut,0.09,,,22.5 oz
Shampoo,Pantene Travel Size Pro-V Daily Moisture Renewal Shampoo,0.59,0.59,oz,3.38 oz
Shampoo,Suave Moisturizing Shampoo - Almond &  Shea Butter,0.23,0.23,oz,12.6 oz
Shampoo,Alberto VO5 Silky Experiences Island Coconut Moisturizing Conditioner,1.14,,,15 OZ
Shampoo,L'Oréal Paris Elvive Hyaluron Plump 72hr Hydrating Shampoo,0.44,0.44,oz,12.6oz
Shampoo,Head & Shoulders Dandruff Shampoo - Classic Clean,0.47,0.47,oz,8.45 oz
Shampoo,Suave Professionals Smoothing Shampoo - Keratin Infusion,0.18,0.18,oz,28 oz
Shampoo,TRESemm√© Revitalized Color Vibrance & Shine Shampoo,0.21,0.21,oz,28 oz
Shampoo,Alberto VO5 Strawberries & Cream Moisturizing Conditioner,0.08,0.08,oz,15 oz
Shampoo,Alberto VO5 Revitalizing Shampoo - Ocean Refresh,0.08,0.08,oz,15 oz
Shampoo,Alberto VO5 Clarifying Shampoo - Kiwi Lime Squeeze,0.08,0.08,oz,15 oz
Shampoo,Aussie Miracle Curls Shampoo - Coconut & Jojoba Oil,0.41,0.41,oz,12.1 oz
Shampoo,Dove Care Between Washes Dry Shampoo Volume and Fullness,1.54,1.54,oz,5 oz
Shampoo,Kenra Volumzing Shampoo,1.98,1.98,oz,10.1 oz
Shampoo,Nizoral Anti-Dandruff Shampoo,2.27,2.27,oz,7.00 fl oz
Shampoo,L'Oréal Paris EverPure Moisture Sulfate Free Shampoo for Dry Hair,1.17,1.17,oz,8.5 oz
Shampoo,CHI Dry Shampoo,2.42,2.42,oz,7 oz
Shampoo,CHI Infra Shampoo,1.25,1.25,oz,12 oz
Shampoo,Sun Bum Revitalizing Shampoo,1.1,1.1,oz,10 oz
Shampoo,Living Proof Full Shampoo,3.49,3.49,oz,8 oz
Shampoo,Matrix Biolage Volumebloom Shampoo,1.12,1.12,oz,33.8 oz
Shampoo,American Crew Daily Shampoo,0.95,0.95,oz,8.4 oz
Shampoo,Matrix Biolage HydraSource Shampoo,1.12,1.12,oz,33.8 oz
Shampoo,Matrix Biolage ColorLast Shampoo,1.12,1.12,oz,33.8 oz
Shampoo,Cre-C Max Shampoo,1.25,1.25,oz,8.46 oz
Shampoo,Jason Restorative Biotin Shampoo,0.57,0.57,oz,16 oz
Shampoo,Living Proof Frizz Shampoo,3.25,3.25,oz,8 oz
Shampoo,Biosilk Hydrating Therapy Shampoo,1.16,1.16,oz,12 oz
Shampoo,Biosilk Silk Therapy Shampoo,1.16,1.16,oz,12 oz
Shampoo,It's a 10 Miracle Volumizing Shampoo,2.3,2.3,oz,10 oz
Shampoo,Nexxus Color Assure Shampoo,1.18,1.18,oz,13.5 oz
Shampoo,Biosilk Color Therapy Shampoo,1.25,1.25,oz,12 oz
Shampoo,Nexxus Color Assure Shampoo,0.77,0.77,oz,33.8 oz
Shampoo,Kenra Platinum F6Dry Shampoo,4.8,4.8,oz,5 oz
Shampoo,HASK Keratin Smoothing Shampoo,0.41,0.41,oz,12 oz
Shampoo,Batiste Dry Shampoo - Tropical,2.09,2.09,oz,3.81 oz
Columbian Coffee,CAFE Olé by H-E-B Medium Roast Colombian Coffee Single Serve Cups,0.66,0.66,ct,12 ct
Columbian Coffee,H-E-B 100% Colombian Med-Dark Roast Ground Coffee,0.58,0.58,oz,34.5 oz
Columbian Coffee,Folgers 100% Colombian Medium Roast Ground Coffee,0.61,0.61,oz,22.60 oz
Columbian Coffee,Hill Country Fare Colombian Single Serve Coffee Cups,0.38,0.38,ct,12 ct
Columbian Coffee,Hill Country Fare Colombian Single Serve Coffee Cups,0.34,0.34,ct,48 ct
Columbian Coffee,H-E-B 100% Colombian Med-Dark Roast Ground Coffee,0.78,0.78,oz,11.5 oz
Columbian Coffee,CAFE Olé by H-E-B Medium Roast Colombian Supremo Ground Coffee,0.75,0.75,oz,12 oz
Columbian Coffee,Folgers 100% Colombian Medium Roast Single Serve Coffee K Cups,0.71,0.71,ct,10 ct
Columbian Coffee,CAFE Olé by H-E-B Commemorative Collection Dark Roast Colombian Coffee Single Serve Cups,0.66,0.66,ct,12 ct
Columbian Coffee,CAFE Olé by H-E-B Commemorative Collection Dark Roast Colombian Ground Coffee,0.75,0.75,oz,12 oz
Columbian Coffee,Tejas Cafe 100% Colombian Medium Roast Ground Coffee,0.59,0.59,oz,11 oz
Columbian Coffee,Maxwell House 100% Colombian Ground Coffee,0.7,0.7,oz,9.9 oz
Columbian Coffee,CAFE Olé by H-E-B Medium Roast Decaf Colombian Coffee Single Serve Cups,0.66,0.66,ct,12 ct
Columbian Coffee,Veneto Cafe Organic Colombian Coffee Single Serve Cups,0.5,0.5,ct,12 ct
Columbian Coffee,"CAFE Olé by H-E-B Decaf Donut Shop, Breakfast Blend & Colombian Coffee Single Serve Cups Variety Pack",0.54,0.54,ct,54 ct
Columbian Coffee,Colcafe Colombian Instant Coffee,1.53,1.53,oz,3 oz
Columbian Coffee,"CAFE Olé by H-E-B Donut Shop, Pacific Island Blend & Colombian Coffee Single Serve Cups Variety Pack",0.54,0.54,ct,54 ct
Columbian Coffee,CAFE Olé by H-E-B Whole Bean Medium Roast Colombian Supremo Coffee,0.69,0.69,oz,2 lbs
Columbian Coffee,Veneto Cafe 100% Colombian Breakfast Ground Coffee,0.87,0.87,oz,12 oz
Columbian Coffee,CAFE Olé by H-E-B Commemorative Collection Dark Roast Colombian Whole Bean Coffee,0.75,0.75,oz,12 oz
Columbian Coffee,Equal Exchange Organic Colombian Medium Roast Ground Coffee,1.02,1.02,oz,12 oz
Columbian Coffee,Veneto Cafe 100% Colombian Dark Roast Ground Coffee,0.87,0.87,oz,12 oz
Columbian Coffee,Blue Island 100% Colombian Medium Roast Ground Coffee,0.93,0.93,oz,11 oz
Columbian Coffee,Folgers 100% Colombian Medium-Dark Roast Ground Coffee,1.0,1.0,oz,9.6 oz
Columbian Coffee,Hill Country Fare Colombian Single Serve Coffee Cups,0.31,0.31,ct,100 ct
Columbian Coffee,Veneto Cafe Organic 100% Colombian Medium Roast Ground Coffee,0.92,0.92,oz,12 oz
Columbian Coffee,Cameron's Organic Colombian Light Roast Whole Bean Coffee,0.69,,,sold by the pound
Columbian Coffee,Veneto Cafe 100% Colombian Cold Brew Coarse Ground Coffee,0.83,0.83,oz,12 oz
Columbian Coffee,"CAFE Olé by H-E-B Donut Shop, Pacific Island Blend, Colombian & French Roast Coffee Single Serve Cups - Texas-Size Pack",0.44,0.44,ct,100 ct
Columbian Coffee,Maxwell House 100% Colombian Ground Coffee,0.65,0.65,oz,23.1 oz
Columbian Coffee,Blue Island Hammock Reserve 100% Colombian Medium Roast Single Serve Coffee K Cups,1.02,1.02,ct,10 ct
Columbian Coffee,Folgers 100% Colombian Medium Roast Single Serve Coffee K Cups,0.75,0.75,ct,32 ct
Columbian Coffee,Eight O'Clock 100% Colombian Peaks Medium Roast Ground Coffee,0.73,0.73,oz,11 oz
Columbian Coffee,Veneto Cafe 100% Colombian Medium Roast Ground Coffee,0.87,0.87,oz,12 oz
Columbian Coffee,Tejas Cafe Decaf 100% Colombian Medium Roast Ground Coffee,0.59,0.59,oz,11 oz
Columbian Coffee,CAFE Olé by H-E-B Medium Roast Decaf Colombian Supremo Ground Coffee,0.75,0.75,oz,12 oz
Columbian Coffee,Veneto Cafe 100% Colombian Breakfast Single Serve Cups,0.83,0.83,ct,12 ct
Columbian Coffee,La Colombe Unsweetened Medium Roast Colombian Cold Brew,0.13,,,42 oz
Columbian Coffee,CAFE Olé by H-E-B Reserve Single Origin Whole Bean Colombia Anaerobic Coffee,1.66,1.66,oz,12 oz
Hot Chocolate,Swiss Miss Milk Chocolate Hot Cocoa Mix,0.4,0.4,ct,8 ct
Hot Chocolate,Swiss Miss Marshmallow Hot Cocoa Mix,0.4,0.4,ct,8 ct
Hot Chocolate,Nestle Rich Milk Chocolate Hot Cocoa Mix Packets,0.35,0.35,ct,8 ct
Hot Chocolate,Swiss Miss Marshmallow Lovers Hot Cocoa Mix,0.61,0.61,ct,6 ct
Hot Chocolate,Nestle Abuelita Mexican Hot Chocolate Drink Mix,0.34,0.34,ct,8 ct
Hot Chocolate,Nestle Rich Milk Chocolate Hot Cocoa Mix,0.28,0.28,oz,27.7 oz
Hot Chocolate,Nestle Abuelita Authentic Mexican Hot Chocolate Drink Tablets,0.31,0.31,oz,6 ct
Hot Chocolate,Nestle Mini Marshmallows Hot Cocoa Mix,0.37,0.37,ct,8 ct
Hot Chocolate,Swiss Miss Milk Chocolate Cocoa Mix Canister,0.23,0.23,oz,38.27 oz
Hot Chocolate,H-E-B Mexican Style Hot Cocoa Single Serve Cups,0.5,0.5,ct,12 ct
Hot Chocolate,H-E-B Organics Dark Chocolate Hot Cocoa Mix,0.45,0.45,ct,10 ct
Hot Chocolate,Hospitality Hot Cocoa Mix with Marshmallows,0.27,0.27,ct,8 ct
Hot Chocolate,Swiss Miss Swiss Miss Reduced Calorie Milk Chocolate Hot Cocoa,0.47,0.47,ct,8 ct
Hot Chocolate,Silly Cow Farms Chocolate Chocolate Hot Chocolate Mix,0.36,0.36,oz,16 oz
Hot Chocolate,Nestle Abuelita Mexican Hot Chocolate Drink Mix,0.39,0.39,oz,11.28 oz
Hot Chocolate,H-E-B Salted Caramel Hot Cocoa Single Serve Cups,0.5,0.5,ct,12 ct
Hot Chocolate,Ibarra Sweet Mexican Chocolate,0.37,0.37,oz,12.6 oz
Hot Chocolate,Cocoa Classics Cocoa Classics French Vanilla & Chocolate Cocoa Mix,0.54,0.54,oz,1.25 oz
Hot Chocolate,Cocoa Classics Mint & Chocolate Cocoa Mix,0.54,0.54,oz,1.25 oz
Hot Chocolate,Cocoa Classics Chocolate Supreme Cocoa Mix,0.54,0.54,oz,1.25 oz
Hot Chocolate,Nestle Fat Free Rich Milk Chocolate  Hot Cocoa Mix,1.72,1.72,oz,8 ct
Hot Chocolate,Caffe D'Vita Sugar Free Hot Cocoa Envelope,1.38,1.38,oz,.5 oz
Hot Chocolate,Ghirardelli Classic Hot Cocoa Mix Packets,0.94,0.94,ct,8 ct
Hot Chocolate,Swiss Miss Milk Chocolate Hot Cocoa Mix Single Serve Coffee K Cups,1.0,1.0,ct,10 ct
Hot Chocolate,Starbucks Classic Hot Cocoa Single Serve K Cups,1.05,1.05,ct,10 ct
Hot Chocolate,Starbucks Double Chocolate Hot Cocoa Mix,1.06,1.06,oz,8 ct
Hot Chocolate,Swiss Miss No Sugar Added Hot Cocoa Mix,0.49,0.49,ct,8 ct
Hot Chocolate,H-E-B Organics Rich Chocolate Hot Cocoa Mix,0.45,0.45,ct,10 ct
Hot Chocolate,Nesquik Chocolate Powder Drink Mix,0.33,0.33,oz,44.9 oz
Hot Chocolate,H-E-B Milk Chocolate Cocoa Single Serve Cups,0.5,0.5,ct,12 ct
Hot Chocolate,Caffe D'Vita Sugar Free Hot Cocoa Mix,0.58,0.58,oz,10 oz
Hot Chocolate,Silly Cow Farms Chocolate Moo-usse Hot Chocolate Mix,0.36,0.36,oz,16 oz
Hot Chocolate,Starbucks Marshmallow Hot Cocoa Mix,1.06,1.06,oz,8 ct
Hot Chocolate,Nestle Fat Free Rich Milk Chocolate Hot Cocoa Mix,0.88,0.88,oz,7.33 oz
Hot Chocolate,H-E-B Hot Cocoa with Marshmallows Single Serve Cups,0.6,0.6,ct,10 ct
Hot Chocolate,"Caffe D'Vita Hot Cocoa, Premium Instant",0.36,0.36,oz,16 oz
Hot Chocolate,Nestle Abuelita Authentic Mexican Hot Chocolate Drink Mix Bar,0.61,0.61,oz,7.05 oz
Hot Chocolate,International Delight Liquid Coffee Creamer - Home Alone Hot Chocolate Marshmallow,0.12,0.12,oz,32 oz
Hot Chocolate,Silly Cow Farms Chocolate Truffle Hot Chocolate Mix,0.36,0.36,oz,16 oz
Hot Chocolate,Silly Cow Farms Peppermint Twist Hot Chocolate Mix,0.35,0.35,oz,16.9 oz
Hot Chocolate,Entenmann's Hot Chocolate Single Serve Coffee K Cups,0.53,0.53,ct,18 ct
Hot Chocolate,Ghirardelli Ghirardelli Double Chocolate Hot Cocoa Mix,0.94,0.94,ct,8 ct
Hot Chocolate,Starbucks Milk Chocolate Hot Cocoa Mix,1.06,1.06,ct,8 ct
Hot Chocolate,Nestle Coffee Mate Coffee Creamer - Abuelita Mexican Hot Chocolate,0.12,0.12,oz,32 oz
Hot Chocolate,Hospitality Milk Chocolate Flavor Hot Cocoa Mix,0.27,0.27,ct,8 ct
Hot Chocolate,Swiss Miss Marshmallows Hot Cocoa Drink Mix,0.24,0.24,oz,37.18 oz
Hot Chocolate,Caffe D'Vita Hot Cocoa Envelope,0.69,0.69,oz,1 oz
Hot Chocolate,Cocoa Classics Cocoa Classics Raspberry & Chocolate Cocoa Mix,0.54,0.54,oz,1.25 oz
Hot Chocolate,Hershey's Simply 5 Chocolate Syrup Bottle,0.26,0.26,oz,21.8 oz
Hot Chocolate,Nesquik Chocolate Syrup,0.18,0.18,oz,22 oz
Hot Chocolate,Hershey's Cookies 'N' Creme Cocoa,0.75,0.75,ct,8 ct
Hot Chocolate,Hershey's Milk Chocolate Cocoa,0.75,0.75,ct,8 ct
Hot Chocolate,Reese's Peanut Butter Cup Cocoa,0.75,0.75,ct,8 ct
Hot Chocolate,Ovaltine Rich Chocolate Drink Mix,0.5,0.5,oz,12 oz
Hot Chocolate,Silly Cow Farms Chocolate Java Chip,0.35,0.35,oz,16.9 oz
Hot Chocolate,Choco Milk Chocolate Drink Mix,0.31,0.31,oz,14.1 oz
Hot Chocolate,Guittard Grand Cacoa Drinking Chocolate,0.84,0.84,oz,10 oz
Hot Chocolate,Ovaltine Rich Chocolate Mix,0.43,0.43,oz,18 oz
Hot Chocolate,York Peppermint Pattie Cocoa,0.75,0.75,ct,8 ct
Hot Chocolate,Ibarra Granulated Chocolate Drink Mix,0.49,0.49,oz,11.5 oz
Hot Chocolate,Ovaltine Classic Malt Mix,0.5,0.5,oz,12 oz
Hot Chocolate,Cocoa Classics Arctic White Chocolate Cocoa Mix,0.54,0.54,oz,1.25 oz
Hot Chocolate,Choco Listo Instant Chocolate Powder Mix,0.3,0.3,oz,10.5 oz
Battery AA,H-E-B Alkaline AA Batteries,0.75,0.75,pack,8 pk
Battery AA,H-E-B Alkaline AA Batteries,0.9,0.9,pack,6 pk
Battery AA,H-E-B Alkaline AA Batteries,0.94,0.94,pack,4 pk
Battery AA,H-E-B Alkaline AA Batteries,0.55,0.55,pack,36 pk
Battery AA,Duracell Coppertop AA Alkaline Batteries,0.75,0.75,pack,24 pk
Battery AA,Duracell Coppertop AA Alkaline Batteries,1.0,1.0,pack,16 pk
Battery AA,H-E-B Alkaline AA Batteries,0.67,0.67,pack,24 pk
Battery AA,Energizer MAX AA Alkaline Batteries,0.83,0.83,pack,24 pk
Battery AA,H-E-B Alkaline AA Batteries,0.81,0.81,pack,16 pk
Battery AA,Energizer MAX AA Alkaline Batteries,0.94,0.94,ct,16 pk
Battery AA,Rayovac High Energy Alkaline AA Batteries,0.58,0.58,pack,36 pk
Battery AA,Rayovac Fusion AA Batteries,1.11,1.11,pack,8 ct
Battery AA,Rayovac Fusion AA Batteries,1.24,1.24,pack,4 pk
Battery AA,Energizer Ultimate Lithium AA Batteries,3.69,3.69,pack,4 pk
Battery AA,Energizer Ultimate Lithium AA Batteries,3.0,3.0,pack,8 pk
Battery AA,Energizer MAX AA Alkaline Batteries,1.1,1.1,ct,8 pk
Battery AA,Energizer MAX AA Alkaline Batteries,1.24,1.24,pack,4 pk
Battery AA,Duracell Coppertop AA Alkaline Batteries,1.24,1.24,pack,4 pk
Battery AA,Duracell Coppertop AA Alkaline Batteries,9.73,,,8 pk
Battery AA,Duracell Coppertop AA Alkaline Batteries,1.16,1.16,pack,6 pk
Ibutab-Ibuprofen,H-E-B Ibuprofen Fever & Pain Relief Tablets,0.02,0.02,ct,500-ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Fever & Pain Relief Coated Tablets – 200 mg Twin Pack,0.02,0.02,ct,200-ct
Ibutab-Ibuprofen,H-E-B Ibuprofen 200 mg Softgels,0.05,0.05,ct,300 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen 200 mg Coated Caplets,0.04,0.04,ct,50 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Fever & Pain Relief Coated Tablets – 200 mg,0.02,0.02,ct,100 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen 200 mg Softgels,0.08,0.08,ct,80 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen 200 mg Softgels,0.14,0.14,ct,20 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Pain Relief 200 mg Caplets - Texas-Size Pack,0.02,0.02,ct,250 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen 200 Mg Coated Caplets,0.01,0.01,ct,500 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Tablets,0.03,0.03,ct,250 ct
Ibutab-Ibuprofen,H-E-B H-E-B Ibuprofen Fever & Pain Relief Softgels – 200 mg,0.08,0.08,ct,80-ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Fever & Pain Relief Softgels – 200 mg,0.05,0.05,ct,300-ct
Ibutab-Ibuprofen,"Advil Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief - 20 Coated Tablets",1.89,1.89,pack,2 pk
Ibutab-Ibuprofen,"H-E-B Ibuprofen, 200 mg Coated Tablets",0.04,0.04,ct,24 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Coated Caplets - 200 mg,0.04,0.04,ct,50 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen 200 Mg Coated Tablets,0.04,0.04,ct,50 ct
Ibutab-Ibuprofen,H-E-B HEB Orange Ibuprofen,0.02,0.02,ct,100 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen PM Pain Reliever/Nighttime Sleep Aid Coated Caplets,0.16,0.16,ct,20 ct
Ibutab-Ibuprofen,"Advil Liqui-Gels Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.21,0.21,ct,20 ct
Ibutab-Ibuprofen,"Advil Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.21,0.21,ct,10 ct
Ibutab-Ibuprofen,"Advil Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.18,0.18,ct,24 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Fever & Pain Relief Coated Caplets – 200 mg,0.04,0.04,ct,100-ct
Ibutab-Ibuprofen,"Advil Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.1,0.1,ct,100 ct
Ibutab-Ibuprofen,H-E-B Children’s Ibuprofen Fever & Pain Relief Liquid – 100 mg,1.04,1.04,oz,4 oz
Ibutab-Ibuprofen,H-E-B Ibuprofen 200 mg Softgels,0.14,0.14,ct,20 ct
Ibutab-Ibuprofen,Motrin Ibuprofen 200mg Pain & Fever Relief Tablets,0.08,0.08,ct,225 ct
Ibutab-Ibuprofen,H-E-B Children’s Ibuprofen Pain & Fever Relief Liquid – 100 mg,1.04,1.04,oz,4 oz
Ibutab-Ibuprofen,"Advil Liqui-Gels Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",23.47,,,200 ct
Ibutab-Ibuprofen,"Advil Liqui-Gels minis Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.21,0.21,ct,20 ct
Ibutab-Ibuprofen,"Advil Children's Pain Reliever and Fever Reducer, Children's Ibuprofen Liquid Pain Relief Medicine, Grape",1.42,1.42,oz,4 oz
Ibutab-Ibuprofen,"Advil PM Pain Reliever and Nighttime Sleep Aid, Ibuprofen for Pain Relief and Diphenhydramine Citrate for a Sleep Aid",0.27,0.27,ct,20 ct
Ibutab-Ibuprofen,"Advil PM Pain Reliever and Nighttime Sleep Aid, Ibuprofen for Pain Relief and Diphenhydramine Citrate for a Sleep Aid",0.15,0.15,ct,120 ct
Ibutab-Ibuprofen,H-E-B Infants' Ibuprofen 50 Mg Drops For Ages 6 Mos. To 23 Mos. Berry Flavor Oral Suspension,11.94,11.94,oz,0.5 oz
Ibutab-Ibuprofen,"Advil Liqui-Gels Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief, Easy Open Arthritis Cap",0.11,0.11,ct,160 ct
Ibutab-Ibuprofen,"Advil Children's Pain Reliever and Fever Reducer, Dye Free Liquid Children's Ibuprofen for Pain Relief, White Grape",1.54,1.54,oz,4 oz
Ibutab-Ibuprofen,"Advil PM Liqui-Gels Pain Reliever and Nighttime Sleep Aid, Ibuprofen for Pain Relief and Diphenhydramine HCL for a Sleep Aid",0.22,0.22,ct,80 ct
Ibutab-Ibuprofen,"Advil PM Liqui-Gels Pain Reliever and Nighttime Sleep Aid, Ibuprofen for Pain Relief and Diphenhydramine HCL for a Sleep Aid",6.39,,,20 ct
Ibutab-Ibuprofen,Motrin Ibuprofen 200mg Pain & Fever Relief Liquid Gels,0.23,0.23,ct,20 ct
Ibutab-Ibuprofen,Motrin IB Pain Reliever Tablets - 200 mg,0.09,0.09,ct,100 ct
Ibutab-Ibuprofen,H-E-B Children's Ibuprofen Oral Suspension 100 Mg Grape Flavor,1.04,1.04,oz,4 oz
Ibutab-Ibuprofen,Motrin Ibuprofen 200mg Pain & Fever Relief Tablets,0.13,0.13,ct,50 ct
Ibutab-Ibuprofen,"Advil Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.09,0.09,ct,200 ct
Ibutab-Ibuprofen,"Advil Liqui-Gels minis Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.11,0.11,ct,160 ct
Ibutab-Ibuprofen,H-E-B Ibuprofen Fever & Pain Relief Coated Caplets – 200 mg,0.03,0.03,ct,250-ct
Ibutab-Ibuprofen,"Advil Junior Strength Pain Reliever and Fever Reducer, Chewable Children's Ibuprofen for Pain Relief, Grape",0.24,0.24,ct,24 ct
Ibutab-Ibuprofen,"Advil Liqui-Gels minis Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.14,0.14,ct,80 ct
Ibutab-Ibuprofen,"Advil Liqui-Gels Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.14,0.14,ct,80 ct
Ibutab-Ibuprofen,Motrin Children's Ibuprofen Chewable Tabs - Grape,0.32,0.32,ct,24 ct
Ibutab-Ibuprofen,Motrin Children's Ibuprofen Liquid Oral Susupension Medicine - Berry,1.92,1.92,oz,4 oz
Ibutab-Ibuprofen,"Advil Liqui-Gels minis Pain Reliever and Fever Reducer, Ibuprofen 200mg for Pain Relief",0.12,0.12,ct,200 ct
Ibutab-Ibuprofen,"Advil Multi Symptom Cold and Flu Medicine with Ibuprofen, Phenylephrine HCL and Chlorpheniramine Maleate",0.43,0.43,ct,20 ct
Ibutab-Ibuprofen,Advil PM Pain Reliever & Sleep Aid 200 mg Ibuprofen Liqui-Gel Minis Capsules,0.22,0.22,ct,80 ct
Ibutab-Ibuprofen,"Advil Sinus Congestion and Pain, Sinus Medicine, Pain Reliever and Fever Reducer with Ibuprofen and Phenylephrine HCl",0.43,0.43,ct,20 ct
Ibutab-Ibuprofen,"Advil Dual Action Coated Caplets with Acetaminophen, 125mg Ibuprofen and 250mg Acetaminophen Per Caplet for 8 Hour Pain Relief",0.24,0.24,ct,18 ct
Ibutab-Ibuprofen,Advil Dual Action Back Pain Caplets delivers 250mg Ibuprofen and 500mg Acetaminophen Per Dose for 8 Hours of Back Pain Relief,0.15,0.15,ct,72 ct
Ibutab-Ibuprofen,Motrin Children's Ibuprofen Pain Reliever Liquid Medicine - Berry,1.92,1.92,oz,4 oz
Ibutab-Ibuprofen,"Advil Allergy and Congestion Relief, Pain Reliever, Fever Reducer and Allergy Relief with Ibuprofen, Phenylephrine HCl and Chlorpheniramine Maleate 4 mg - 20 Coated Tablets",0.43,0.43,ct,20 ct
Ibutab-Ibuprofen,"Advil Dual Action Coated Caplets with Acetaminophen, 250 Mg Ibuprofen and 500 Mg Acetaminophen Per Dose (2 Dose Equivalent) for 8 Hour Pain Relief",0.15,0.15,ct,72 ct
Ibutab-Ibuprofen,Motrin Children's Ibuprofen Liquid Medicine - Bubblegum,1.92,1.92,oz,4 oz
Ibutab-Ibuprofen,Children's Motrin Oral Suspension Dye-Free Berry,1.92,1.92,oz,4 oz
Ibutab-Ibuprofen,Infant's Motrin Concentrated Drops,13.56,,,0.5 oz
Ibutab-Ibuprofen,"Infant's Motrin Concentrated Drops, Dye-Free, Berry",9.78,9.78,oz,1 oz
Tuna In Water,H-E-B Chunk Light Tuna in Water - Texas Size Pack,0.2,0.2,oz,8 pk
Tuna In Water,StarKist Chunk Light Tuna in Water,0.25,0.25,oz,20 OZ
Tuna In Water,StarKist Chunk Light Tuna in Water,0.22,0.22,oz,12 oz
Tuna In Water,Hill Country Fare Chunk Light Tuna in Water,0.17,0.17,oz,5 oz
Tuna In Water,Hill Country Fare Chunk Light Tuna in Water,0.21,0.21,oz,12 oz
Tuna In Water,H-E-B Chunk Light Tuna in Water,0.21,0.21,oz,4 pk
Tuna In Water,H-E-B Chunk White Albacore Tuna in Water,0.28,0.28,oz,4 pk
Tuna In Water,StarKist Chunk Light Tuna in Water Pouch,0.48,0.48,oz,4 ct
Tuna In Water,StarKist Chunk Light Tuna in Water,0.23,0.23,oz,5 oz
Tuna In Water,H-E-B Chunk White Albacore Tuna in Water,0.3,0.3,oz,12 oz
Tuna In Water,StarKist Light Tuna in Water Pouch Family Size,0.4,0.4,oz,11 oz
Tuna In Water,StarKist Solid White Albacore Tuna in Water,0.32,0.32,oz,4 ct
Tuna In Water,H-E-B Chunk Light Tuna in Water,0.22,0.22,oz,12 oz
Tuna In Water,H-E-B Solid White Albacore Tuna in Water,0.31,0.31,oz,12 oz
Tuna In Water,StarKist Chunk Light Tuna in Water Pouch,0.48,0.48,oz,2.6 oz
Tuna In Water,StarKist Solid White Albacore Tuna in Water,0.31,0.31,oz,12 oz
Tuna In Water,Chicken of the Sea Chunk Light Tuna in Water,0.21,0.21,oz,12 oz
Tuna In Water,Chicken of the Sea Chunk Light Tuna in Water,0.2,0.2,oz,5 oz
Tuna In Water,H-E-B Wild Caught Chunk Light Tuna in Spring Water Pouch,0.51,0.51,oz,2.5 oz
Tuna In Water,H-E-B Chunk Light Tuna in Water,0.2,0.2,oz,5 oz
Tuna In Water,StarKist Lunch To-Go Chunk Light Tuna in Water Kit,0.48,0.48,oz,4.1 oz
Tuna In Water,H-E-B Chunk White Albacore Tuna in Water,0.28,0.28,oz,5 oz
Tuna In Water,StarKist Chunk Light Tuna in Water Pouch,0.4,0.4,oz,6.4 oz
Tuna In Water,StarKist Reduced Sodium Light Tuna in Water Pouch,0.48,0.48,oz,2.6 oz
Tuna In Water,StarKist Solid White Albacore Tuna in Water,0.3,0.3,oz,5 oz
Tuna In Water,H-E-B Pole & Line Chunk Light Tuna in Water,0.32,0.32,oz,5 oz
