year,category,item_name,size,price_min,price_max
2025,"OTC MEDICATIONS, VITAMINS, ETC",Hemorrhoid Ointment,2 oz,4.45,4.45
2025,"OTC MEDICATIONS, VITAMINS, ETC",Hydrocortisone Cream,1 oz,1.85,1.85
2025,"OTC MEDICATIONS, VITAMINS, ETC",Ibutab-Ibuprofen,24 tabs,3.5,3.5
2025,"OTC MEDICATIONS, VITAMINS, ETC",Laxative-Bisacodyl,25 tabs,1.85,1.85
2025,"OTC MEDICATIONS, VITAMINS, ETC",Loratadine Allergy,30 tabs,2.5,2.5
2025,"OTC MEDICATIONS, VITAMINS, ETC",Mentstrual Complete (Midol),,2.25,2.25
2025,"OTC MEDICATIONS, VITAMINS, ETC",Milk Thistle,60 tabs,5.5,5.5
2025,"OTC MEDICATIONS, VITAMINS, ETC",Milk of Magnesia,4 oz,4.25,4.25
2025,"OTC MEDICATIONS, VITAMINS, ETC",Monistat,,10.0,10.0
2025,"OTC MEDICATIONS, VITAMINS, ETC",Mucus Relief DM,,2.1,2.1
2025,"OTC MEDICATIONS, VITAMINS, ETC",Nasacort Nasal Spray,,20.0,20.0
2025,"OTC MEDICATIONS, VITAMINS, ETC",Nasal Moisturizing Spray,1.5 oz,2.0,2.0
2025,"OTC MEDICATIONS, VITAMINS, ETC",Omeprazole Acid Reduce (14 tab),,6.25,6.25
2025,"OTC MEDICATIONS, VITAMINS, ETC",Pepto Bismuth,30 tabs,2.75,2.75
2025,"OTC MEDICATIONS, VITAMINS, ETC",Simethicone Anti/Gas,36 tabs,2.3,2.3
2025,"OTC MEDICATIONS, VITAMINS, ETC",Stool Softener,25 tabs,1.85,1.85
2025,"OTC MEDICATIONS, VITAMINS, ETC",Sunscreen-SPF 50,4 oz,6.0,6.0
2025,"OTC MEDICATIONS, VITAMINS, ETC",Terbinafine Antifungal Crm-.5 oz,,8.25,8.25
2025,"OTC MEDICATIONS, VITAMINS, ETC",Tolnaftate Antifungal Cream-.5 oz,,1.2,1.2
2025,"OTC MEDICATIONS, VITAMINS, ETC",Triple Antibiotic Ointment,1 oz,2.1,2.1
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-Amino Acid,100 tabs,5.95,5.95
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-C500 Complex,100 tabs,2.75,2.75
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-Calcium,100 tabs,2.75,2.75
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-D,,2.3,2.3
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-E 200 IU,100 tabs,4.5,4.5
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-Garlic/Oil,100 tabs,2.85,2.85
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-Multi No Iron,100 tabs,3.0,3.0
2025,"OTC MEDICATIONS, VITAMINS, ETC",Vitamin-Omega 3,120 tabs,7.5,7.5
2025,OTHER FOOD ITEMS,Dill Pickle,15 oz,1.0,1.0
2025,OTHER FOOD ITEMS,EK Flour Tortilla,10 pk,1.4,1.4
2025,OTHER FOOD ITEMS,Jalapeno Peppers-Whole,2 oz,0.4,0.4
2025,PACKAGED MEAT,Beef & Chedder Stick,,1.85,1.85
2025,PACKAGED MEAT,Beef Luncheon Loaf,,1.9,1.9
2025,PACKAGED MEAT,Beef Taco Filling,,3.5,3.5
2025,PACKAGED MEAT,Beef Taco Filling Hot & Spicy,,3.0,3.0
2025,PACKAGED MEAT,Beef Tips & Gravy,,2.85,2.85
2025,PACKAGED MEAT,EG Buffalo Chicken Sausage Bites,,2.2,2.2
2025,PACKAGED MEAT,EH Chicken Chili w/Beans,8 oz,1.9,1.9
2025,PACKAGED MEAT,EH Chunk Chicken,4.5 oz,1.95,1.95
2025,PACKAGED MEAT,EH Low Sodium Chili No Beans,8 oz,2.25,2.25
2025,PACKAGED MEAT,EH Low Sodium Chili w/Beans,8 oz,2.0,2.0
2025,PACKAGED MEAT,EH Turkey Deli Bite Snackers,4 oz,2.4,2.4
2025,PACKAGED MEAT,Mackerel-Fillet,3.53 oz,1.75,1.75
2025,PACKAGED MEAT,Mackerel-Sriracha,3.53 oz,0.9,0.9
2025,PACKAGED MEAT,Sardines,3.53 oz,0.9,0.9
2025,PACKAGED MEAT,Tuna In Water,4.23 oz,1.7,1.7
2025,PACKAGED MEAT,Tuna w/ Jalapenos,3.53 oz,1.25,1.25
2025,PACKAGED MEAT,Hot Beef & Jalapeno Stick,,1.85,1.85
2025,PACKAGED MEAT,Klements Sausage Original,,2.6,2.6
2025,PACKAGED MEAT,Pink Salmon,,2.5,2.5
2025,PACKAGED MEAT,Shredded Beef Ribs,,3.4,3.4
2025,PACKAGED MEAT,Starkist Chicken Teriyaki,,2.15,2.15
2025,PACKAGED MEAT,Tuna Herb & Garlic,,1.5,1.5
2025,PACKAGED MEAT,Tuna Lemon Pepper,,1.7,1.7
2025,PACKAGED MEAT,Vienna Sausage Hot,,1.6,1.6
2025,PACKAGED MEAT,Vienna Sausage Regular,,1.6,1.6
2025,SHOES,Hightop Reebok,,63.0,63.0
2025,SHOES,Men & Women Athletic,,30.0,70.0
2025,SHOES,Rawlings sz 16-18 4E,,27.5,27.5
2025,SHOES,Shower Shoes,,8.0,9.25
2025,SHOES,Work Boots,,30.0,30.0
2025,SNACKS,Almonds,5 oz,1.95,1.95
2025,SNACKS,Assorted Crackers,,0.35,0.35
2025,SNACKS,BBQ Chips,8 oz,1.8,1.8
2025,SNACKS,Cookies- Buds,8 oz,1.5,1.5
2025,SNACKS,Cookies-Assorted 12,16oz,1.85,2.25
2025,SNACKS,Cookies-Assorted-Crème,14.6 oz,1.85,1.9
2025,SNACKS,Cookies-Marias,,0.65,0.65
2025,SNACKS,Cream Cheese Pound Cake,,1.2,1.2
2025,SNACKS,Danish Cream Cheese,,1.05,1.05
2025,SNACKS,EGH Sunflower Kernels,6 oz,1.6,1.6
2025,SNACKS,Corn Chips,16 oz,2.7,2.7
2025,SNACKS,Golden Round Crackers,10.58 oz,1.25,1.25
2025,SNACKS,Jalapeno Potato Chips,8 oz,2.0,2.0
2025,SNACKS,Tortilla Chips,16 oz,2.55,2.55
2025,SNACKS,Salted Peanuts,2 oz,0.45,0.45
2025,SNACKS,Saltine Cracker,4 oz,0.6,0.6
2025,SNACKS,Garlic Bagel Chips,,2.8,2.8
2025,SNACKS,Jalapeno Cheese Puffs,,2.2,2.2
2025,SNACKS,KH Energizer Mix,4 oz,0.8,0.8
2025,SNACKS,Mini Moon Pies- Variety,,1.8,1.8
2025,SNACKS,Muffin-Blueberry/Banana,,1.75,1.75
2025,SNACKS,Nacho Cheese Chip,,0.65,0.65
2025,SNACKS,Potato Chips,2 oz,0.65,0.65
2025,SNACKS,Potato Skins,,1.85,1.85
2025,SNACKS,Pretzels,,1.65,1.65
2025,SNACKS,Salsa Verda Chip,,1.3,1.3
2025,SNACKS,Spicy Pork Skins,2.75 oz,1.2,1.2
2025,SNACKS,Spicy Snack Mix,16 oz,2.65,2.65
2025,SNACKS,Sweet & Salty Trail Mix,,1.0,1.0
2025,SNACKS,Trail Mix - Mega Omega,8 oz,3.25,3.25
2025,SNACKS,Vanilla Wafers,,2.15,2.15
2025,SNACKS,Whole Shabang Chips,8 oz,1.8,1.8
